User_Id,Movie_Id,Year,Name,Estimate_Score
913914,1073,2005.0,Coach Carter,4.0274514135844335
913914,722,2003.0,The Wire: Season 1,4.027043509148043
913914,1213,1999.0,VeggieTales: Madame Blueberry,4.025728464568627
913914,2847,1920.0,The Mark of Zorro,4.024766056819141
913914,239,2004.0,Winnie the Pooh: Springtime with Roo,4.023460194721965
913914,442,1988.0,Mississippi Burning,4.021746121710873
913914,3348,2001.0,George Carlin: Complaints and Grievances,4.020001691120395
913914,417,1986.0,Transformers: Season 3: Part 1,4.019634591346964
913914,1860,1995.0,Shall We Dance?,4.018480174873731
913914,560,2003.0,Star Trek: Enterprise: Season 3,4.018250087960206
913914,3170,2002.0,Together,4.012401709554236
913914,1708,1936.0,Modern Times,4.011374899890366
913914,1222,1979.0,Little House on the Prairie: Season 6,4.01062349189529
913914,986,2002.0,The Trip,4.010526093314178
913914,2890,1959.0,Sleeping Beauty: Special Edition,4.009039708673842
913914,2456,1964.0,A Fistful of Dollars,4.008030075078433
913914,1627,1940.0,The Shop Around the Corner,4.007994446634163
913914,2848,1961.0,The Hustler,4.0013195227281795
913914,4284,1954.0,Dial M for Murder,4.000382348937795
913914,3875,2004.0,The Motorcycle Diaries,4.000226353276607
913914,1707,2004.0,Outfoxed: Rupert Murdoch's War on Journalism,4.00012984958165
913914,1915,2000.0,Law & Order: Special Victims Unit: The Second Year,3.9999035369970746
913914,2111,1968.0,The Twilight Zone: Vol. 33,3.999203769605765
913914,2913,2004.0,Finding Neverland,3.9967581551834215
913914,4366,2000.0,Soul Food: Season 1,3.993098580742089
913914,3927,2002.0,Without a Trace: Season 1,3.9927418316509513
913914,1435,2001.0,Wallace & Gromit in Three Amazing Adventures,3.99224975112167
913914,2944,1994.0,Hoop Dreams,3.9914135685908323
913914,253,1935.0,A Night at the Opera,3.991187103127524
913914,46,1964.0,Rudolph the Red-Nosed Reindeer,3.989245481704002
913914,712,1998.0,Homicide: Life on the Street: Season 7,3.9856524066829566
913914,3009,1968.0,Hellfighters,3.9835377271338808
913914,4179,1951.0,A Christmas Carol,3.983312413325084
913914,138,1995.0,Star Trek: Voyager: Season 1,3.9820851165209303
913914,2068,1994.0,Gargoyles: Season 1,3.9777806963016964
913914,2443,1992.0,Like Water for Chocolate,3.973946422364648
913914,1144,1991.0,Fried Green Tomatoes,3.9736740403656743
913914,3442,2002.0,Samurai Jack: Season 2,3.9731241313891315
913914,3315,1941.0,The Maltese Falcon,3.97305831436391
913914,1346,1967.0,The Gnome-Mobile,3.9702617330738676
913914,2638,2000.0,Roswell: Season 2,3.9689799748184345
913914,2831,1958.0,Indiscreet,3.968470611346499
913914,3570,2003.0,Scooby-Doo and the Monster of Mexico,3.9641695830093506
913914,1974,1995.0,Il Postino,3.9629718009653834
913914,1754,1984.0,Sixteen Candles,3.962176637197904
913914,4011,1982.0,George Carlin: Carlin at Carnegie,3.9619233734055572
913914,3521,2000.0,Coupling: Season 1,3.9603121961542866
913914,1174,1993.0,The Sandlot,3.9593718360711625
913914,1642,1995.0,Casino: 10th Anniversary Edition,3.958202535390167
913914,2220,1996.0,Sliders: Season 3,3.9580893652438096
913914,3879,1995.0,Ghost in the Shell,3.957933259045731
913914,2389,1992.0,The Cutting Edge,3.957042835686671
913914,4224,1996.0,Wish Upon a Star,3.955210173566166
913914,1180,2001.0,A Beautiful Mind,3.9541259386121292
913914,2660,1989.0,When Harry Met Sally,3.95199565664347
913914,571,1999.0,American Beauty,3.9493913005253507
913914,1220,2004.0,Man on Fire,3.9487402064437584
913914,494,1983.0,Monty Python's The Meaning of Life: Special Edition,3.947531494692459
913914,2310,1943.0,The Song of Bernadette,3.9473375525889343
913914,2319,2003.0,The Looney Tunes Golden Collection: Vol. 1,3.946112391729966
913914,1969,1954.0,The Caine Mutiny,3.9423149218823315
913914,798,1975.0,Jaws,3.9414043517627646
913914,871,1984.0,The Jewel in the Crown,3.9390754684849334
913914,3817,1994.0,Stargate,3.9373915668331647
913914,224,1999.0,Midsomer Murders: Blood Will Out,3.9368390157185873
913914,4204,1999.0,Jimi Hendrix: Live at the Fillmore East,3.9367533065296367
913914,2566,1999.0,Stargate SG-1: Season 3,3.936482921762469
913914,3999,2001.0,Queer as Folk: Season 1,3.935503946067858
913914,1703,1998.0,Ever After: A Cinderella Story,3.932812332597265
913914,634,1989.0,Christmas with The Simpsons,3.9319098687671064
913914,1765,1996.0,First Kid,3.931152691801448
913914,1704,2004.0,The Three Musketeers,3.931032073283083
913914,996,1961.0,Yojimbo,3.9306054288334646
913914,3342,1973.0,The Day of the Jackal,3.9305111683539793
913914,2074,1998.0,Babylon 5: The River of Souls,3.9296116205399754
913914,3684,1964.0,Goldfinger,3.9288697685935614
913914,2351,2003.0,Keen Eddie: The Complete Series,3.928051972050101
913914,2129,1960.0,The Twilight Zone: Vol. 41,3.927804172560265
913914,992,1972.0,The Cowboys,3.9277122813560723
913914,3650,1983.0,War Games,3.9274565404951574
913914,3610,1992.0,Lethal Weapon 3,3.927436641255085
913914,1692,1989.0,Lonesome Dove,3.9270468589518597
913914,645,2004.0,Dear Frankie,3.9269136331351207
913914,3369,1939.0,The Little Princess,3.924045867926434
913914,3005,1992.0,As Time Goes By: Series 1 and 2,3.924039915543493
913914,1528,1992.0,Radio Flyer,3.924004136553022
913914,3954,1952.0,The Quiet Man,3.923272785171188
913914,1590,2001.0,Life as a House,3.9224432143469095
913914,4450,1987.0,Pelle the Conqueror,3.921825613068902
913914,2690,2000.0,The Emperor's New Groove,3.9213627613540774
913914,1923,1986.0,Pee-Wee's Playhouse: Vol. 1,3.921100408224566
913914,2026,2002.0,Norah Jones: Live in New Orleans,3.920414760265387
913914,1798,1987.0,Lethal Weapon,3.9198593453286676
913914,85,2005.0,Elfen Lied,3.9163773230741814
913914,2736,1998.0,Bjork: Cambridge,3.915913505841221
913914,3371,2003.0,Whale Rider,3.9155332828358227
913914,2756,1992.0,Tenchi Muyo,3.9154272517306814
913914,889,2004.0,Reno 911: Season 2,3.914947373710665
913914,257,1973.0,Charlotte's Web,3.9146594898670304
913914,175,1992.0,Reservoir Dogs,3.914551121088592
913914,4135,1956.0,The King and I,3.913216418574496
913914,1255,1985.0,Better Off Dead,3.912878615976293
913914,1324,1994.0,The Professional,3.9125307864997283
913914,3283,1994.0,Cadfael: Monk's Hood,3.9121400226345573
913914,752,1993.0,Star Trek: The Next Generation: Season 7,3.91026434083659
913914,730,1988.0,Bagdad Cafe,3.9075143491379962
913914,1043,1987.0,Outrageous Fortune,3.907306916637246
913914,2128,1993.0,Rudy,3.9069847027421596
913914,2016,2002.0,The Magdalene Sisters,3.9066379554855795
913914,516,2001.0,Monsoon Wedding,3.9066306668504054
913914,3900,2000.0,Amores Perros,3.9038361604031393
913914,191,2003.0,X2: X-Men United,3.9036988094520315
913914,663,1999.0,La Femme Nikita: Season 3,3.902896044570375
913914,1878,1966.0,The Ghost and Mr. Chicken / The Reluctant Astronaut: Double Feature,3.8976387558286456
913914,3542,1996.0,Beautiful Thing,3.8973689268671112
913914,2440,1976.0,Little House on the Prairie: Season 3,3.8967661424319773
913914,316,1999.0,Futurama: Monster Robot Maniac Fun Collection,3.895896813139761
913914,2101,1993.0,The Adventures of Pete & Pete: Season 1,3.8958895205091584
913914,76,1952.0,I Love Lucy: Season 2,3.8953735434640313
913914,1098,1965.0,The Battle of Algiers,3.8950887887871968
913914,789,1991.0,Boyz N the Hood,3.8942075640969263
913914,825,1983.0,Bill Cosby: Himself,3.8935384452478305
913914,3391,2003.0,Where the Red Fern Grows,3.8922667614309163
913914,1032,1992.0,Hard Boiled,3.8922291316303763
913914,4463,2000.0,Escaflowne: The Movie,3.8915020843952424
913914,599,1989.0,Sea of Love,3.8913939484775213
913914,471,1931.0,City Lights,3.891276169990582
913914,3124,1953.0,Titanic,3.891272902572516
913914,1595,1949.0,The Third Man,3.890636810270265
913914,1031,1999.0,Poirot: The Murder of Roger Ackroyd,3.888433322987269
913914,2965,1957.0,The Seventh Seal,3.887920591225764
913914,171,1957.0,Funny Face,3.886817575315627
913914,940,1997.0,Hercules,3.8866643777713445
913914,1488,1999.0,King of the Hill: Season 4,3.884102215133641
913914,1208,1963.0,The Twilight Zone: Vol. 15,3.884079064885519
913914,2899,2004.0,Riding Giants,3.8839362608480617
913914,2724,1995.0,The Incredibly True Adventure of 2 Girls in Love,3.882790799999009
913914,2372,2004.0,The Bourne Supremacy,3.881467794083154
913914,585,1995.0,My Family,3.8810353653362903
913914,2735,1954.0,Seven Brides for Seven Brothers: 50th Anniversary Edition,3.8808235317349333
913914,2144,2004.0,VeggieTales: Dave and the Giant Pickle,3.8796569454194905
913914,3354,1991.0,Mystery Science Theater 3000: Santa Claus Conquers the Martians,3.8786383420678816
913914,73,1954.0,Davy Crockett: 50th Anniversary Double Feature,3.878490554720999
913914,3544,1968.0,The Odd Couple,3.876893815210547
913914,28,2002.0,Lilo and Stitch,3.875383595347114
913914,1848,1956.0,Samurai Trilogy 3: Duel at Ganryu Island,3.875159912958937
913914,1499,2000.0,FLCL,3.874610939648889
913914,1959,1961.0,Splendor in the Grass,3.8739065424330508
913914,443,2002.0,Rabbit-Proof Fence,3.873329503153516
913914,824,1977.0,A Piece of the Action,3.8731888490448236
913914,907,1930.0,Animal Crackers,3.8717580234842432
913914,106,2004.0,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,3.870080215095045
913914,116,2004.0,Bear Cub,3.86967769526789
913914,304,1997.0,King of the Hill: Season 1,3.8690478988166745
913914,1291,1960.0,The Twilight Zone: Vol. 19,3.8689676176983245
913914,1804,2002.0,The Twilight Samurai,3.8688298581457423
913914,143,1997.0,The Game,3.867658526557042
913914,1421,1981.0,My Dinner with Andre,3.867505166313575
913914,1744,1984.0,Beverly Hills Cop,3.866865149612238
913914,211,2004.0,The Agronomist,3.8650367726812993
913914,1593,1985.0,P.D. James: Cover Her Face,3.8649799644834344
913914,3624,2003.0,The Last Samurai,3.8642274827883654
913914,788,1994.0,Clerks,3.863565211108939
913914,4198,1997.0,Happy Together,3.863268548018419
913914,2649,1996.0,Beast Wars Transformers: Season 1,3.8628231511419484
913914,88,1998.0,Record of Lodoss War: Chronicles of the Heroic Knight,3.8616442516755796
913914,2575,2004.0,R.O.D. the TV Series,3.8616036410775365
913914,3212,1996.0,George Carlin: George's Best Stuff,3.860056521291965
913914,1912,1961.0,The Comancheros,3.8591647473626796
913914,3986,2001.0,Life and Debt,3.8588247424742095
913914,3054,2003.0,I'm Not Scared,3.858804963710508
913914,338,1942.0,The Three Stooges: Three Smart Saps,3.858649912278478
913914,4302,1982.0,An Officer and a Gentleman,3.8581689468456966
913914,1237,1999.0,The Stars of Star Wars,3.8581623642768057
913914,18,1994.0,Immortal Beloved,3.8580730420534532
913914,4049,1988.0,Torch Song Trilogy,3.857400013414709
913914,777,1944.0,Sherlock Holmes and the Spider Woman,3.8572998476573788
913914,2808,1959.0,Gidget,3.857156979599036
913914,1818,1981.0,Magnum P.I.: Season 2,3.8569655551068056
913914,3934,2002.0,The Original Latin Kings of Comedy,3.8559890534657133
913914,1756,1974.0,Murder on the Orient Express,3.8554937030475402
913914,1867,1999.0,Annie,3.854517150979489
913914,631,2005.0,Unleashed,3.853672297853329
913914,952,1940.0,My Favorite Wife,3.853413455383034
913914,3437,1994.0,The Stand,3.8515391210237433
913914,4164,1986.0,Sunday in the Park with George,3.8513305914846785
913914,3266,1961.0,Dr. Seuss: Green Eggs and Ham and Other Favorites,3.8510480463155976
913914,4340,2000.0,Longitude,3.8507816543589666
913914,4381,1996.0,Sharpe 9: Sharpe's Regiment,3.8506189815996574
913914,1483,2003.0,Interstella 5555 (Daft Punk),3.850131878482164
913914,1941,1998.0,The Life of Birds,3.8491897163428415
913914,3719,1941.0,The Best of Abbott & Costello: Vol. 1,3.8491231150793546
913914,3730,1998.0,Elizabeth,3.8488699681579854
913914,4004,1930.0,The Blue Angel,3.8481646061185457
913914,865,2005.0,Elvis by the Presleys,3.847908691852441
913914,4061,1964.0,Soft Skin,3.8475266638533863
913914,4364,1976.0,Network,3.8469818892487266
913914,3551,1977.0,Pete's Dragon,3.846083524997005
913914,3702,2004.0,Halloweentown High,3.8459707455411927
913914,2228,2003.0,VeggieTales: The Ballad of Little Joe,3.8456555160134442
913914,4219,1995.0,The Tuskegee Airmen,3.8456102201891116
913914,1830,2003.0,Latham Entertainment Presents: An All New Comedy Experience,3.8452489117350255
913914,2479,1995.0,Sharpe 8: Sharpe's Sword,3.843619066267448
913914,3974,1953.0,Hondo,3.8430427760633687
913914,1216,1993.0,Fire in the Sky,3.843007330568422
913914,978,2000.0,Yi Yi,3.8422864513567547
913914,1470,2002.0,Bend It Like Beckham,3.8399901466922057
913914,262,1974.0,Herbie Rides Again,3.8397394824762134
913914,918,1964.0,A Hard Day's Night: Collector's Series,3.839038137581845
913914,504,1964.0,The Twilight Zone: Vol. 27,3.8389556550482804
913914,2980,1951.0,The Desert Fox,3.8381860499256275
913914,2922,1989.0,Heathers,3.838056354112452
913914,1418,2002.0,Inu-Yasha: The Movie 3: Swords of an Honorable Ruler,3.8372102815385585
913914,3301,1994.0,Burnt by the Sun,3.8364952579444154
913914,2754,2002.0,The Life of Mammals,3.836361972464089
913914,3856,2002.0,Major League Baseball: Memorable Moments,3.836277001371564
913914,2259,2005.0,The Flaming Lips: The Fearless Freaks,3.8361559499313067
913914,3082,1985.0,Murphy's Romance,3.8360221269985457
913914,3279,1967.0,Charlie the Lonesome Cougar,3.835555551488906
913914,165,1982.0,Richard Pryor: Live on the Sunset Strip,3.834769393015235
913914,4326,1995.0,Ed Sullivan: Rock 'n' Roll Revolution,3.8345714821852748
913914,1973,1978.0,Diff'rent Strokes: Season 1,3.8326040586653796
913914,1103,1997.0,Jane Eyre,3.8320741257349797
913914,133,2003.0,Viva La Bam: Season 1,3.8314124815801978
913914,2955,1991.0,The Commitments,3.831404562213836
913914,2342,2004.0,Super Size Me,3.8309323718896646
913914,282,2003.0,Blue Seed: Beyond,3.829402144714352
913914,1017,1955.0,I Love Lucy: Season 5,3.8286666862418564
913914,1148,1981.0,For Your Eyes Only,3.828237391257246
913914,2054,1989.0,Nick Knight,3.82794583367549
913914,2551,1999.0,Trigun,3.827789568982126
913914,3742,1946.0,Notorious,3.8269526185067875
913914,3073,1997.0,Ballykissangel: Series 2,3.826586304254613
913914,1789,1994.0,Cracker: Series 2,3.8251046887953306
913914,500,2002.0,Mail Call: The Best of Season 1,3.8249694949830966
913914,457,2004.0,Kill Bill: Vol. 2,3.8248241655555217
913914,4356,2002.0,Road to Perdition,3.8244094333278165
913914,1994,2005.0,The L Word: Season 2,3.8243421462842693
913914,4040,1993.0,Tales of the City,3.8242669359976973
913914,2296,2002.0,Ansel Adams: American Experience,3.8238271611303425
913914,2442,1972.0,Godzilla vs. Gigan,3.8236539800469913
913914,1705,2004.0,Agatha Christie's Marple: Series 1,3.823571313379977
913914,3599,1971.0,Walkabout,3.8234294973168836
913914,2332,1973.0,Paper Moon,3.823303552950471
913914,1489,2002.0,American Adobo,3.823013251979836
913914,1530,2002.0,Rose Red,3.822714006888323
913914,4178,2003.0,Warren Miller's: The Power of Snow: Cold Fusion,3.821951567895926
913914,3773,1942.0,Saboteur,3.8216373760197575
913914,410,1998.0,Frank Lloyd Wright,3.821265430002213
913914,2981,2000.0,Saturday Night Live: The Best of Eddie Murphy,3.820704491174461
913914,242,1995.0,Neon Genesis Evangelion: The End of Evangelion,3.8206552801508296
913914,2682,2005.0,Million Dollar Baby: Bonus Material,3.820486929390558
913914,4249,1925.0,Battleship Potemkin,3.8203661049962334
913914,3720,1988.0,Ronin Warriors: Collection,3.8196933189477513
913914,2476,1962.0,The Flintstones: Season 3,3.8192375893739343
913914,1694,1999.0,A Lesson Before Dying,3.8190940564852456
913914,657,1996.0,Highlander: Season 5,3.818879425266439
913914,3582,1941.0,How Green Was My Valley,3.81708596704112
913914,561,1963.0,High and Low,3.8170749889181033
913914,2149,1998.0,Buffalo '66,3.817053194834187
913914,215,1998.0,That '70s Show: Season 1,3.816622679444655
913914,4484,2000.0,Xena: Warrior Princess: Season 6,3.81648750450707
913914,3935,1968.0,Yellow Submarine,3.814952645396385
913914,2398,1995.0,Cadfael: The Virgin in the Ice,3.814870255393814
913914,802,1928.0,Spies,3.814742926723113
913914,900,1994.0,Eat Drink Man Woman,3.8136980481122698
913914,4426,2000.0,Bill Maher: Be More Cynical,3.8130140765892584
913914,2465,1984.0,This Is Spinal Tap,3.8121485378204163
913914,152,1995.0,A Little Princess,3.8116098086044152
913914,861,2003.0,Rush: Rush in Rio,3.811475194383906
913914,2870,2000.0,Captain Pantoja and the Special Services,3.811384675706065
913914,3276,1987.0,Cry Freedom,3.811251217623198
913914,1542,1993.0,Sleepless in Seattle,3.811188496495364
913914,2503,1994.0,Mystery Science Theater 3000: Red Zone Cuba,3.8109803366645716
913914,2019,2004.0,Samurai Champloo,3.8102113499588848
913914,1084,2001.0,Walking with Prehistoric Beasts,3.810008698610729
913914,682,1998.0,The Mighty,3.8098068446451263
913914,519,1979.0,From Mao to Mozart: Isaac Stern in China,3.809779175367178
913914,764,1983.0,Scarface: 20th Anniversary Edition: Bonus Material,3.807362778119179
913914,1370,1976.0,Marathon Man,3.8069205714220025
913914,3223,1929.0,Nosferatu: Original Version,3.8068266391338366
913914,1250,1996.0,Brassed Off,3.8053414584227174
913914,384,1986.0,Crossroads,3.80513781899858
913914,3701,1944.0,The Fighting Seabees,3.804747116176176
913914,4045,2003.0,The Indiana Jones Trilogy: Bonus Material,3.8042327382909873
913914,1224,1947.0,The Ghost and Mrs. Muir,3.8039798623040895
913914,1277,1988.0,Red Dwarf: Series 3,3.8034364507603415
913914,1972,1953.0,Gentlemen Prefer Blondes,3.8032933674414577
913914,436,1985.0,Girls Just Want to Have Fun,3.8027001267611378
913914,4392,1993.0,Army of Darkness,3.8026081792724877
913914,3421,1982.0,The Return of Martin Guerre,3.8024307613416948
913914,514,2000.0,Santana: Supernatural Live,3.8018471110424152
913914,63,1943.0,Crash Dive,3.801819566668488
913914,2271,1998.0,Ratcatcher,3.8004718490622715
913914,799,2003.0,Teen Titans: Season 1,3.8004578842607724
913914,1717,2002.0,Bear in the Big Blue House: Heroes of Woodland Valley,3.8000802610453084
913914,822,2001.0,Star Trek: Enterprise: Season 1,3.799196152661328
913914,4048,2003.0,Little House on the Prairie: I'll Be Waving as You Drive Away,3.798451980240332
913914,2081,1997.0,Lewis and Clark: Great Journey West: Special Edition (Standard Version),3.798123604982418
913914,2385,1999.0,Center Stage,3.797731326676271
913914,391,1967.0,The Monkees: Season 2,3.7972729836859447
913914,1687,2003.0,Eloise at the Plaza,3.7971698148113857
913914,1615,1995.0,The American President,3.7968960193265047
913914,720,1989.0,Roger & Me,3.796602614172232
913914,937,1998.0,Fallen,3.7958043415368707
913914,4385,1994.0,Sharpe 5: Sharpe's Honour,3.7957270205938904
913914,839,1945.0,The Thin Man Goes Home,3.79561797918983
913914,2431,2000.0,Nuremberg,3.795571007120571
913914,658,1991.0,Robin Hood: Prince of Thieves,3.7941816495230367
913914,4162,2000.0,Founding Fathers: The Men who Shaped Our Nation,3.7937480108069956
913914,1801,1965.0,That Darn Cat,3.7929292344921604
913914,2701,1955.0,Marty,3.792495405711391
913914,3955,1959.0,The Horse Soldiers,3.792458571926772
913914,963,1951.0,A Streetcar Named Desire,3.792451209346862
913914,275,2002.0,Evelyn,3.7924412608081335
913914,1730,1995.0,Dragon Ball: Piccolo Jr. Saga: Part 1,3.7919859378637764
913914,4163,1963.0,The Andy Griffith Show: Vol 4: The Mountain Wedding / Opie and the Spoiled Child,3.791029564376244
913914,2378,1957.0,Aparajito,3.790881410103872
913914,3120,1955.0,Rififi,3.790669936922156
913914,3778,2003.0,I'll Be There,3.7892933937837605
913914,368,1986.0,The Best of Designing Women,3.7890286935330795
913914,3274,1998.0,Half Baked,3.7887344965824292
913914,3716,1988.0,The Big Blue,3.7886378193473127
913914,1821,1970.0,Le Cercle Rouge,3.788585949430395
913914,646,1987.0,Matewan,3.7883133812257506
913914,1212,1988.0,Red Dwarf: Series 2: Bonus Material,3.7880337384154332
913914,2326,2002.0,The Laramie Project,3.786962805495016
913914,1433,1942.0,Casablanca: Bonus Material,3.7869038890326436
913914,4345,2002.0,Bowling for Columbine,3.7866550147003637
913914,1191,1997.0,Most Wanted,3.7859454678448303
913914,23,2001.0,Clifford: Clifford Saves the Day! / Clifford's Fluffiest Friend Cleo,3.785685933783984
913914,4454,1944.0,To Have and Have Not,3.785603136790731
913914,1659,1993.0,Grumpy Old Men,3.784345987330963
913914,2463,2004.0,The Incredibles: Bonus Material,3.7842111119615094
913914,1770,1995.0,Trainspotting,3.783660139976934
913914,641,1968.0,Charly,3.782943569108647
