Cust_Id,Rating,Timestamp,Movie_Id
1783789,5,2004-06-16,1307
301916,5,2005-04-21,2862
1888772,5,2005-05-26,2122
714802,4,2005-01-22,5589
253416,5,2002-10-11,17157
298716,3,2005-03-06,17295
936354,3,2005-02-22,13007
2552515,3,2004-02-18,8387
1111941,4,2004-01-26,15472
2348395,4,2004-03-21,12160
1070584,5,2005-03-29,12184
2472537,5,2004-10-22,8370
516237,4,2005-01-26,8743
2590864,4,2004-01-20,4697
1413561,5,2003-06-07,12974
2415929,5,2005-02-27,2372
1915120,5,2005-11-13,10625
590270,4,2004-09-29,14550
2503676,4,2005-01-09,12690
1673054,4,2005-08-27,6119
588392,3,2005-08-17,16357
2332390,3,2004-08-09,12881
1964476,4,2003-08-23,17339
2612172,4,2004-08-31,13015
2524430,5,2005-04-05,15084
1635523,3,2003-09-22,12494
2023416,5,2001-01-14,5775
532689,1,2003-10-29,13359
154869,1,2005-09-09,3282
2444804,4,2004-04-21,4972
1447474,4,2005-07-21,9591
1571713,3,2004-04-18,16604
549094,2,2000-11-25,10152
418328,5,2005-04-13,9254
1658662,2,2003-12-19,367
1467380,4,2005-06-13,16901
222341,4,2005-06-08,962
2396927,3,2005-11-30,7971
2473070,5,2005-11-09,3371
486933,3,2004-05-23,7767
2276849,3,2005-03-19,7230
475253,5,2004-03-08,16452
1365489,4,2004-03-09,14296
1020215,3,2003-10-21,12435
1987234,2,2003-09-09,12365
1255081,3,2004-02-01,5946
2010144,4,2003-04-03,12639
1468007,2,2003-04-08,9565
189884,4,2003-06-27,3320
1310408,3,2004-02-03,12546
2404972,5,2005-11-09,3222
632664,3,2004-11-09,1637
2590223,3,2005-09-23,2178
121699,2,2004-07-05,17452
536967,4,2004-05-28,10078
765441,3,2004-04-16,4951
1987727,4,2005-04-06,4698
1023992,4,2005-03-04,7381
2571175,5,2003-07-17,14601
2250628,3,2005-04-17,705
1654495,4,2001-05-29,7624
408331,4,2000-03-30,17346
1434018,4,2005-01-20,6874
758799,5,2002-03-21,13462
1535724,4,2005-02-15,6720
223160,3,2005-06-13,4479
85724,2,2004-05-24,7509
497196,1,2004-02-27,16016
477696,2,2003-11-24,16760
1358362,3,2005-11-07,9481
2543978,3,2002-10-19,6497
1481708,4,2004-05-17,571
895233,3,2004-07-11,12299
1235184,4,2005-06-29,2922
36329,2,2004-01-30,12399
2441662,5,2004-07-25,6971
321942,5,2005-06-21,14056
1565175,2,2004-08-15,8928
1050200,2,2004-09-16,8806
1167841,5,2002-04-09,12918
1124778,4,2005-01-20,2290
1953981,4,2003-12-17,12047
1172719,4,2004-05-05,4996
2265561,4,2003-02-13,1180
1991549,4,2005-09-20,8177
2633092,3,2003-12-09,7234
2481333,4,2003-04-16,5924
1457728,4,2004-09-26,10774
930061,3,2005-06-09,8429
809033,2,2005-02-07,3254
2276382,5,2005-01-20,17149
146249,4,2003-08-19,15843
2481214,3,2002-09-04,15107
715434,4,2005-06-20,5522
351328,3,2005-07-05,11999
94462,3,2005-02-10,4392
1649217,3,2003-12-01,7381
1197058,5,2005-01-29,9438
621908,4,2004-09-15,14601
1325958,4,2004-01-23,6223
1469394,3,2004-06-13,17195
1326623,4,2004-12-08,17302
58374,5,2004-07-21,2348
961513,4,2005-08-16,17129
631786,4,2004-11-10,16242
2379200,4,2004-12-18,10152
424470,4,2003-02-11,10446
112320,5,2004-12-14,9051
754329,4,2005-01-27,9617
632025,5,2005-06-26,9593
2505593,5,2003-10-07,16390
2128662,3,2004-04-30,3730
2402822,4,2005-11-19,6642
2331579,3,2005-08-10,4996
753730,3,2005-05-10,2342
1595626,1,2002-12-27,14312
921783,3,2003-05-01,2452
1141769,3,2004-06-16,3315
56790,3,2005-06-01,13534
2388250,4,2005-06-09,14480
2063448,3,2004-09-09,14482
68297,3,2001-02-08,3617
642551,3,2002-10-17,14574
906476,5,2005-11-18,6255
332619,5,2005-04-20,12911
1317086,4,2000-01-09,12470
82645,4,2005-05-19,3290
1292877,3,2004-07-14,17195
1899913,4,2005-10-02,11209
113774,1,2005-09-20,3368
28581,5,2002-11-20,5788
837258,2,2005-07-01,11314
2433610,4,2004-01-14,10607
2066577,5,2005-04-20,9741
1271915,3,2004-06-02,3182
716943,2,2003-01-08,5112
2317264,5,2003-02-12,10625
1331862,5,2005-05-16,16516
517486,4,2004-11-07,8107
2253160,3,2005-10-27,13128
480033,3,2005-01-01,14856
1427343,5,2004-09-04,11999
2406895,4,2004-05-20,17560
1622890,5,2004-03-13,15758
1105067,3,2005-09-10,5939
2158667,4,2003-08-02,14187
2165452,2,2005-08-24,3368
950733,4,2002-08-12,3290
1094578,4,2005-03-24,6771
496017,3,2004-02-11,15472
752930,5,2005-03-05,6235
2642403,4,2004-04-15,12309
1434856,4,2004-04-11,14624
586456,4,2005-10-04,3541
2116230,4,2005-01-07,5807
1613373,5,2003-02-24,11089
160160,3,2005-03-21,10835
354466,5,2004-08-09,1585
2291535,4,2003-06-06,11149
857880,5,2005-04-26,11443
1265739,4,2003-11-23,6274
59876,4,2004-10-19,13302
2010173,5,2005-06-02,10255
1324259,4,2005-08-29,367
1556647,2,2005-02-02,17355
2171936,5,2004-08-25,1962
1370255,4,2004-03-05,15712
986956,4,2003-12-02,6552
610780,4,2003-05-10,13728
2272721,5,2005-05-25,2874
577103,4,2004-07-29,10550
2404904,3,2005-09-14,2800
1354649,3,2005-06-08,6475
1915978,2,2005-04-25,4670
339349,2,2004-12-02,2532
2108784,2,2002-11-13,6196
2406150,3,2004-09-04,3153
1910236,2,2005-03-26,9645
1570868,2,2002-12-16,10739
1019903,5,2003-05-16,6206
2080795,3,2004-07-22,16303
1057021,2,2004-11-11,13580
659217,5,2003-08-14,14391
612786,5,2003-10-07,4141
516237,3,2005-09-14,5320
2527831,4,2005-01-12,2186
899034,3,2005-04-15,16052
57332,3,2005-12-01,16068
149041,3,2004-02-04,12470
1390458,5,2005-07-13,9886
658466,3,2002-03-16,2095
954968,4,2005-09-06,16640
988972,3,2002-04-04,13052
1150252,2,2003-08-18,11663
1287074,5,2005-07-20,15777
2502336,5,2004-09-06,9433
1806401,5,2005-07-14,4739
2248996,4,2005-03-03,7879
2127722,3,2004-10-06,12582
630026,5,2004-06-06,11886
2296292,5,2005-02-18,2782
1214273,5,2005-02-21,13439
2073405,4,2003-09-11,5939
1780005,2,2004-08-14,17134
1762966,4,2004-01-21,5727
1454789,4,2005-12-30,16113
238549,2,2004-10-18,13524
159768,4,2004-11-23,4847
2127496,3,2005-01-29,330
1582956,5,2004-11-04,14776
593173,3,2004-01-26,14606
194096,4,2004-11-20,12918
260023,3,2004-01-29,11612
1063663,5,2005-07-27,9886
916704,4,2005-10-03,12904
1634461,3,2004-02-09,1046
1797985,3,2003-11-07,15582
10947,3,2003-09-10,15755
169391,3,2005-03-02,6702
2374978,4,2000-09-26,13614
1134816,4,2002-09-21,6223
1730740,2,2004-05-13,8818
35111,5,2004-02-06,16954
2540871,4,2005-08-26,5601
2375058,3,2005-04-23,9298
487443,5,2003-12-06,11521
2307995,4,2004-03-04,4977
1909349,4,2004-09-29,9438
507660,3,2004-05-15,9340
2250552,4,2005-04-22,8327
2376328,5,2004-06-12,7767
2491569,3,2002-07-18,6350
2209170,4,2004-04-12,10359
1942527,5,2005-01-11,8159
1218233,5,2001-12-26,14725
890573,3,2005-03-25,14131
465571,5,2005-11-22,7155
1183359,4,2004-06-23,17671
1207104,4,2005-09-20,9800
1475204,4,2002-09-12,4306
2374435,4,2005-10-02,798
1921633,3,2005-04-01,11214
1725138,3,2005-10-12,4661
840737,3,2004-09-05,2391
334643,3,2003-10-07,2172
1194424,5,2004-11-29,17157
1449802,2,2004-02-25,14869
2532965,3,2004-02-10,16922
2209986,3,2005-05-26,7600
1663211,5,2004-04-21,11234
2197773,5,2003-12-22,12570
1663569,5,2004-11-01,16306
196208,5,2004-08-06,16377
2217043,2,2004-05-17,9240
1204809,3,2004-12-06,10375
695333,4,2003-02-12,9882
1444237,1,2004-09-12,7048
1086544,3,2005-05-23,17169
1455792,3,2005-10-17,3168
1654132,4,2004-10-02,10625
802695,3,2003-09-09,16286
2401372,4,2003-06-06,443
1642678,3,2003-02-13,4906
531175,2,2002-12-24,9614
1667019,4,2003-06-04,9254
281759,5,2005-05-09,15769
1702892,4,2004-05-23,5085
574947,3,2005-06-28,5545
148670,3,2004-12-30,17057
360005,4,2004-12-17,15048
934647,4,2005-10-21,14459
1665685,5,2003-05-21,5448
533381,4,2004-07-26,12343
693937,3,2005-09-24,8744
475877,5,2002-03-27,9882
1332725,4,2005-06-02,2465
1435920,3,2004-11-22,7624
2455164,5,2004-10-05,14550
169471,5,2005-10-04,3239
2618901,4,2005-05-17,6073
1685698,2,2004-10-23,15843
883478,4,2003-05-16,4739
234606,4,2004-12-23,299
2412161,3,2002-10-15,8669
1885246,5,2005-04-04,17328
1941574,4,2005-02-11,8635
254789,4,2005-05-18,9051
172061,3,2004-06-14,17189
583360,3,2005-01-11,15110
2117724,4,2000-09-19,7193
1503647,4,2004-08-28,9378
264815,3,2002-10-01,16792
1417279,5,2005-03-25,3371
2335640,3,2004-09-20,5582
2284409,4,2001-10-19,14313
1737735,5,2005-03-01,14644
1181111,4,2005-10-07,10774
1851060,3,2005-11-01,2456
1254561,4,2004-04-10,9426
612384,5,2004-04-25,15563
794657,4,2002-02-06,8846
1991666,5,2004-01-11,13392
1174324,1,2005-01-24,12161
587610,4,2005-06-13,6037
2644460,4,2005-06-23,15471
2325040,4,2005-04-15,7937
1855229,5,2004-05-14,4761
2310672,4,2005-02-27,6911
836945,3,2005-12-31,9458
2437021,3,2004-07-21,12661
2262890,3,2003-09-22,9913
599328,4,2005-05-03,6235
82404,5,2004-08-29,8438
2181222,4,2005-03-17,10906
1009346,5,2005-05-10,12799
1241337,5,2004-10-25,313
2222177,4,2004-12-22,13195
220512,5,2002-05-07,2152
2420666,2,2004-05-12,8467
535268,4,2004-11-03,8429
2617709,2,2004-11-09,16740
1388228,3,2005-02-03,798
940778,4,2003-06-16,13050
802573,5,2002-08-26,2452
2586051,5,2005-05-25,108
332698,5,2002-03-23,13052
1224756,3,2002-08-17,4302
1622890,3,2005-04-20,3333
1741356,1,2004-01-27,5924
1401465,2,2004-04-24,6760
1952500,3,2004-04-20,2389
255075,3,2005-05-21,2800
909432,4,2002-01-10,17441
1503097,4,2005-01-24,17672
2252165,5,2005-05-26,7742
2342189,4,2004-10-06,16565
113411,4,2005-01-01,3254
640031,1,2005-05-15,10168
1645663,5,2005-01-19,6833
293766,3,2005-02-05,17321
1226040,3,2005-03-25,8782
541822,3,2004-12-19,14646
751834,4,2004-04-30,5191
1742122,5,2003-10-06,15425
1920425,4,2003-11-24,6196
1687191,4,2005-10-27,6989
2318588,3,2005-05-18,10981
1514611,3,2005-05-10,13519
1293903,1,2005-09-11,15440
653174,4,2002-11-18,15107
2620858,4,2004-06-07,6978
2050456,3,2005-02-20,7971
381518,5,2005-03-07,11812
467230,3,2004-05-19,16223
912544,3,2005-07-05,9528
137158,2,2004-09-17,9617
220223,3,2005-07-31,15105
1794510,5,2004-08-03,5250
1631281,3,2004-04-26,6398
2567419,3,2005-05-13,8045
1245951,5,2004-05-25,12435
324754,4,2005-06-09,15105
2384679,3,2005-08-23,9614
1957042,4,2005-01-05,1798
1897956,4,2005-06-24,4315
1560311,5,2003-12-24,2612
2338834,5,2004-02-03,10042
1449285,5,2003-09-06,8086
2421395,2,2003-04-20,10359
1301243,4,2005-05-12,13795
470999,4,2005-03-28,15394
1065445,5,2005-06-10,7416
1289511,3,2005-03-22,14240
27870,2,2005-06-15,6464
1880009,5,2003-02-12,2452
256935,4,2004-12-14,14391
1733289,4,2005-03-15,10773
1085175,3,2004-10-04,6037
2290616,2,2001-09-08,5317
1363756,4,2000-12-08,15733
113369,4,2001-06-20,77
99820,3,2005-09-22,3256
1207170,4,2004-01-06,16063
2066054,5,2005-02-23,17474
2446249,3,2004-12-09,5104
1232863,4,2004-05-11,13052
1185435,4,2005-08-01,1180
1657568,4,2005-08-16,6050
1331553,4,2005-06-26,2938
1022925,4,2003-11-12,10375
1056819,3,2004-04-22,15394
2304849,5,2004-06-23,5862
1894306,5,2005-01-13,1962
1664629,3,2004-12-26,12732
2041187,5,2004-02-03,483
1518446,2,2005-08-09,1289
1578807,3,2005-11-03,13582
1325938,4,2004-02-24,11781
2324522,4,2005-02-02,7240
2561901,4,2005-11-08,7401
2569071,3,2002-06-17,16169
1124126,3,2005-04-21,7828
755340,4,2004-06-21,16052
1789442,5,2005-02-23,12293
2305067,5,2005-08-09,7230
1480142,1,2003-10-30,483
1320959,2,2005-06-02,14280
329958,5,2005-03-15,7416
1519729,2,2005-01-06,5191
446309,5,2005-08-22,10231
1018901,3,2002-09-13,14737
432427,3,2005-05-02,15730
2546173,3,2005-08-22,14646
1571424,2,2005-06-01,5787
1550359,2,2004-04-12,13298
394125,4,2005-05-03,14367
1107303,2,2004-12-21,17215
2571254,2,2005-06-11,7828
347655,4,2002-04-29,9960
2282662,5,2004-05-23,5571
823628,3,2005-06-14,15563
1350639,3,2005-06-01,17134
691949,4,2005-03-21,10872
387106,2,2003-10-12,11717
303846,4,2002-11-13,5293
1431048,3,2002-02-26,7240
851231,3,2005-07-27,12293
936393,5,2003-12-27,1615
508136,4,2004-07-19,8387
852629,3,2004-03-26,16052
2592095,5,2004-08-05,2456
770577,1,2004-07-03,15997
629010,2,2004-06-20,14203
1985703,4,2005-10-02,5788
750641,2,2004-11-22,482
1830763,5,2004-07-15,15070
1678309,4,2003-11-20,16565
527501,4,2005-09-08,9592
686176,5,2004-03-31,8915
2085981,3,2004-12-01,14618
1956365,4,2005-08-04,3824
956561,4,2005-10-28,10274
2145986,4,2005-05-16,4956
2188959,5,2004-09-23,13073
1596603,3,2004-01-19,1650
1834395,2,2004-10-18,7234
557372,3,2003-05-17,16465
1517141,4,2005-03-22,3333
1372512,4,2004-11-18,2874
1592339,4,2005-10-20,16118
1877798,3,2005-01-11,13534
1206012,3,2005-02-24,6874
1357518,4,2002-03-05,3106
2538550,3,2005-05-24,8881
1800405,4,2005-01-10,17513
2155462,2,2002-11-11,17295
2322580,5,2004-11-19,2874
335938,4,2003-04-03,5137
1105067,5,2005-09-28,17449
828128,2,2004-08-18,7882
2464639,4,2005-08-25,4315
1475516,4,2003-08-18,11999
2035212,3,2005-05-25,14698
1297347,4,2004-01-15,16825
2534672,3,2005-05-19,290
663405,3,2001-09-08,3148
83150,3,2004-04-09,15058
392801,4,2001-06-06,16139
589950,5,2002-04-03,14869
363711,3,2005-08-30,5614
2280793,4,2000-11-15,10282
1380819,4,2004-06-22,15748
622712,1,2004-05-14,17221
1040924,4,2005-04-25,13959
1645216,5,2005-06-04,10358
358182,2,2004-02-03,12014
1423956,5,2004-04-26,15424
1778599,3,2005-03-12,13052
1727525,4,2004-06-29,7899
1065658,4,2002-11-14,14459
2379036,4,2005-02-04,12056
2367141,4,2005-02-03,12090
983122,3,2005-05-31,15394
1691722,3,2004-09-15,1754
2070108,4,2005-06-19,8928
1577093,5,2005-10-08,12015
489413,2,2003-09-07,5104
1261789,3,2005-07-10,3151
1271668,1,2005-11-30,1974
2073840,3,2005-03-17,4862
1088457,4,2004-08-11,6350
215052,5,2003-10-26,11139
1667745,4,2005-04-07,12184
914940,5,2005-07-07,16767
1632503,5,2004-08-24,16265
443308,5,2004-07-09,2862
47597,5,2005-05-04,10358
1322292,3,2003-08-05,7509
2454589,3,2004-06-11,12672
1432772,3,2004-04-09,175
874308,3,2004-12-30,6971
2579163,5,2005-04-23,10212
532579,5,2004-11-15,14960
137253,3,2005-12-23,17251
844309,2,2004-11-19,3418
703585,3,2005-07-12,12931
2200010,3,2003-09-27,2001
316438,3,2005-09-22,14482
807642,4,2005-01-30,16075
2428018,3,2005-05-03,12186
7634,4,2005-05-17,6195
1077945,3,2004-09-04,13378
1916185,4,2005-11-10,11337
484407,4,2004-12-08,6702
944937,3,2004-11-11,4384
784305,2,2004-09-02,16994
1834137,4,2004-08-10,10832
4679,4,2005-08-11,8832
235747,5,2004-04-04,15124
2227455,2,2005-03-14,5628
2095263,3,2004-02-17,12633
2165469,2,2005-02-19,9265
885386,3,2004-10-06,5472
1021052,4,2005-09-22,9254
440852,5,2005-12-06,16158
1606779,3,2004-08-22,16538
1782189,2,2005-11-22,468
1125189,2,2005-01-19,2874
1314842,5,2004-10-10,2389
735103,4,2005-07-25,2913
253582,5,2005-03-23,7057
812673,3,2004-08-30,7937
2589332,3,2005-11-30,16113
381518,2,2003-10-14,2400
263291,4,2004-09-30,17452
1299822,5,2004-10-28,4384
2357216,1,2004-05-26,4745
2597662,3,2004-11-08,12244
2339981,3,2003-09-11,10596
2395960,4,2004-08-16,329
1840783,5,2004-11-16,6464
562361,2,2005-10-05,6134
1454688,1,2004-08-10,17195
260513,2,2004-11-26,9368
1310374,4,2005-04-19,11911
1528686,4,2004-11-12,1144
2041826,2,2005-01-13,8603
2375581,2,2005-08-21,5730
212985,3,2002-06-02,12911
1676869,3,2005-11-27,12694
325552,3,2002-06-28,1843
1508499,4,2004-11-24,12661
2300261,4,2005-09-17,6445
2279688,3,2005-04-05,6119
656999,5,2004-10-04,468
375199,4,2004-03-15,10785
1886161,2,2005-11-08,6287
2150322,3,2005-01-19,4402
2149827,4,2005-11-11,5071
1271816,3,2005-05-09,8928
2415589,4,2005-03-31,1466
1377882,4,2004-09-28,2743
545158,4,2004-05-18,10378
447928,4,2004-12-10,14280
2000237,3,2004-02-19,15234
1241060,4,2005-05-15,13636
2172616,4,2004-03-17,10872
891618,3,2005-09-11,1324
653174,3,2005-01-30,3894
85595,5,2003-12-14,17221
1951064,5,2002-11-24,4932
2019773,4,2002-11-11,187
155315,3,2004-09-09,17426
269739,3,2004-10-01,9591
1732461,4,2005-05-17,658
623400,4,2005-02-10,11427
2056635,3,2004-04-07,12911
513976,4,2004-04-27,5181
2344173,5,2004-10-25,9426
2634348,2,2004-09-03,7827
1490320,3,2004-11-14,16438
1084538,3,2004-12-08,17672
412221,4,2005-06-24,16912
262646,3,2005-05-27,14970
93336,4,2005-06-01,11400
1583937,2,2005-02-05,11490
1778918,4,2005-11-01,3864
1611900,2,2003-01-17,15997
2448424,4,2005-07-06,4745
569571,4,2005-07-20,9125
1720844,4,2004-12-02,3825
1491583,3,2002-04-27,12785
318409,3,2004-09-19,11173
358297,2,2004-11-24,3253
1511683,1,2005-09-08,5391
1373956,3,2004-09-10,11356
60539,4,2005-12-19,14149
1372014,1,2005-03-07,15700
2073031,3,2004-12-04,1406
1592086,1,2003-05-06,10044
1976734,3,2004-10-12,10809
2070937,4,2005-08-20,5327
2563596,3,2004-11-26,9592
1880751,4,2004-11-20,11277
1256976,3,2003-04-01,4157
2099473,2,2003-05-30,4656
1184925,2,2002-12-14,16169
90362,1,2004-06-01,15425
1432790,5,2005-08-07,3128
1134384,4,2005-01-25,10729
1153001,2,2002-10-18,6642
311027,3,2004-05-03,8818
125206,3,2004-11-28,4266
918950,2,2003-03-20,4043
2052862,5,2005-05-27,10451
2227983,2,2002-08-27,7647
343252,1,2004-02-09,17479
2308648,4,2003-05-27,6030
2554466,5,2004-01-30,14584
659526,3,2005-03-26,8851
1855394,3,2004-08-21,7590
2378149,3,2004-12-11,12476
1042086,5,2004-09-02,14039
248194,2,2005-08-09,6337
1797525,2,2000-10-08,5922
590311,4,2005-01-19,7240
946371,3,2005-09-06,17207
476512,4,2005-04-11,6574
2185049,3,2004-05-18,11904
1399499,3,2002-12-10,12238
1988192,5,2004-10-19,9628
633156,3,2004-05-31,4227
965756,2,2005-10-10,16384
2627838,4,2005-08-26,8966
1709984,3,2005-04-27,4256
199257,2,2005-04-04,4949
1116035,3,2005-03-15,13318
868424,1,2005-08-03,14584
859826,4,2001-07-07,5762
1022631,4,2005-06-18,13391
1012318,4,2005-03-15,13391
1532220,3,2005-09-05,6721
831643,5,2005-12-09,17328
2133463,3,2002-12-05,8782
1655778,5,2004-09-30,8046
1614714,2,2004-12-14,16977
2360354,1,2002-11-15,8181
2331421,4,2002-12-06,12186
35784,4,2003-12-01,12911
1983102,5,2005-03-22,9433
2495182,4,2004-04-05,2470
655818,1,2005-03-23,8333
371203,5,2005-03-06,7590
2488616,5,2004-06-30,16879
1330147,4,2003-11-11,13359
1715617,4,2005-09-15,1861
1222180,5,2005-10-16,1865
1510467,3,2005-09-18,5327
426142,3,2005-07-11,10379
1250502,2,2004-05-19,8177
1244268,4,2004-04-05,9235
1849174,5,2002-01-09,5939
1932785,4,2005-07-02,4956
2154547,4,2005-02-04,3151
417516,4,2005-05-03,1050
390598,5,2005-11-04,13930
675283,2,2003-05-20,3085
1339689,2,2005-09-14,10168
609678,1,2003-08-27,14869
593110,2,2003-09-27,7356
940806,5,2004-11-04,8468
2303836,4,2005-01-06,10371
589563,4,2003-10-02,5967
1833221,4,2005-04-03,3017
2273951,4,2005-03-02,9591
31259,5,2005-11-01,14367
1766524,4,2002-03-03,15385
1275275,2,2003-08-11,8644
2546697,3,2005-03-06,7828
491513,4,2005-08-30,8232
1417234,5,2004-12-16,9593
685607,4,2004-10-31,10225
1122364,4,2003-05-09,5237
787903,2,2002-11-15,17053
1417705,5,2003-09-11,17560
418339,5,2005-11-14,13798
1977824,4,2004-12-07,11490
969530,4,2004-03-18,16825
307320,3,2005-02-22,12155
2216322,4,2004-05-19,1305
1010725,4,2002-11-05,9111
2603700,4,2004-02-26,1470
2558443,4,2004-05-02,468
1280553,5,2005-03-25,7057
1769330,4,2004-05-23,6386
2205125,5,2004-07-31,14240
2170665,4,2002-07-02,13651
2170930,1,2005-09-02,10276
2504904,3,2005-09-14,16587
378857,5,2004-09-17,872
230485,5,2005-06-27,10986
1453928,2,2005-08-12,615
1420493,5,2002-04-06,11152
1761694,2,2005-03-14,468
1115632,4,2003-06-05,16223
1521895,1,2005-03-27,11314
1747111,3,2005-02-25,311
1725868,5,2005-03-27,14527
1564315,3,2005-04-27,10229
219699,5,2005-04-27,9886
743894,3,2003-09-15,1975
466984,2,2004-08-13,313
2223310,3,2002-10-23,6350
2052767,4,2005-01-04,5056
1407299,4,2004-02-23,8806
1857952,3,2003-09-11,1744
2108238,4,2004-06-17,1637
