,Unnamed: 0,Cust_Id,Rating,Movie_Id
34834044,366,1231410,3,6243
49195020,24913,1931633,4,8846
62884482,1418,1988038,3,11439
63395840,484,310799,5,11522
81501705,48472,952887,5,14621
67040674,109552,1992238,3,12232
61385591,100441,447010,2,11182
96375676,105105,692775,4,17088
56845534,48511,2096265,3,10375
31537998,33037,2499088,3,5762
87509096,3093,911745,5,15542
18978016,37915,1086788,4,3624
2377840,8937,1100170,5,457
15900912,18256,1688176,3,3098
51446281,661,2270611,3,9329
72221491,22524,2214494,4,13058
31169107,26666,130486,4,5695
71724621,228,2340361,2,12971
93017333,26951,1687677,4,16465
88015136,41117,5609,4,15646
22133674,3865,1847393,3,4171
42601796,12636,348157,2,7544
5503494,33571,1888574,4,1110
93817884,6026,2190222,3,16644
96051213,5548,1177340,3,17023
92290203,116963,1247765,5,16377
35849178,24614,1776678,3,6386
1344817,255,224250,4,293
70793371,18753,2288955,3,12838
50115160,4669,375818,4,9049
5521044,51121,1392742,3,1110
65539025,23006,1522926,3,12015
48992606,2035,1851346,2,8825
32349940,18025,2260561,5,5882
90900497,11344,2503648,4,16181
69739731,2593,495912,3,12662
30197809,9520,2236409,3,5519
51667775,251,2331215,2,9353
40003137,58199,2211345,5,7057
45967288,5673,68685,3,8243
76707985,17445,2002196,4,13923
17993147,127190,1997020,4,3427
60507562,3440,1683924,5,11089
99572538,56665,983523,3,17560
2331910,17407,540327,4,443
76762110,71570,879967,5,13923
52534799,6651,624987,5,9578
60865570,15692,1436604,4,11149
14288144,803,1835869,4,2769
55738666,32203,1927761,5,10170
20455460,3874,1308538,4,3886
78420953,58137,1071954,4,14240
7286641,33339,918189,4,1466
54157371,13270,149489,4,9863
85090318,55631,484361,4,15124
67122589,36516,133383,5,12238
15743416,11775,712426,5,3078
59564675,48617,817580,5,10947
23968153,18805,985009,3,4479
81750655,7833,1444338,3,14646
53084117,5939,2532815,3,9645
11499257,54147,2624234,5,2186
58147779,313,799286,4,10636
89550101,2725,256676,3,15913
14355080,14425,1262532,1,2780
65894799,1307,281396,4,12074
45413217,6914,2597551,4,8105
79221672,6292,1535151,3,14342
41045470,658,1981793,3,7240
47237129,8128,1163337,3,8512
37891000,1834,935413,4,6736
33680747,2696,288575,4,6070
42261991,26492,1102202,4,7509
10495079,7522,1847613,4,2037
63132939,17501,928941,5,11490
5868435,2844,1331788,4,1148
54729918,10139,1487555,3,9981
54994349,88037,2596009,5,10042
46043340,4006,567875,5,8289
54203301,2972,2300972,1,9882
79540180,130489,695748,3,14367
36369052,878,1746464,2,6464
81004409,3129,1650430,3,14564
92751360,1249,2053583,3,16438
45488841,23623,1829214,5,8116
98235968,66058,1697028,5,17339
7244399,1282,1318179,2,1450
2019650,28411,343554,4,361
2583927,18971,1469150,3,473
5450499,68814,2371786,2,1102
1101425,2492,670496,2,253
63615474,57518,1691319,4,11607
5283415,22027,2507559,5,1073
15622240,1258,2213269,3,3021
93100770,11462,339322,4,16491
8270012,14494,1518755,4,1650
73400884,1902,171881,5,13317
50229514,47255,2309496,4,9051
7738195,3422,2133574,3,1553
25434739,20096,431084,4,4727
98283329,41,383894,4,17355
39638471,4234,1784150,5,6994
20931903,19687,2334720,3,3936
39295170,44402,2623583,3,6972
24525344,57629,254895,4,4590
59946384,97420,1666181,1,11022
78089599,16085,433651,3,14203
63230262,543,1260839,4,11508
100138507,462,938438,5,17686
44655736,1713,977346,5,7912
21543002,82316,2189780,3,4043
6549436,26833,2052103,3,1289
41165514,33866,1850607,3,7249
92640032,10124,2509568,3,16406
20460075,2417,1980432,4,3887
46923882,9761,612576,3,8405
2752049,237,893014,3,487
2670646,14302,1632113,2,483
37356556,283,2411420,4,6656
71182494,11828,2370957,3,12902
81410409,2317,950279,5,14618
53565652,8022,1785434,5,9756
79215667,287,2547935,2,14342
29726485,4511,1576723,3,5448
93111568,7020,2224272,4,16495
24191418,10634,1283137,3,4545
74384572,22683,543135,3,13466
6112296,4010,331346,3,1202
87248394,61401,931256,3,15472
57819862,72485,1609817,3,10583
37347955,1128,1687103,2,6648
10198495,14059,1907732,3,1975
7968707,3963,2436032,1,1595
68503925,28058,1748433,2,12470
35385502,20500,1856804,5,6329
13842457,12213,691210,4,2660
84186333,2909,307154,4,15043
13808793,1003,2149827,4,2643
74396239,917,522848,4,13469
54348207,1495,1512369,2,9900
29110036,7737,2471125,4,5327
64891343,5322,2526805,3,11844
58377358,24430,676592,2,10730
81834527,27778,1902575,3,14660
27398504,33666,860009,5,5069
90355090,83839,121420,5,16082
43746579,4443,951578,3,7718
27035088,5149,1003613,2,5010
38435525,17778,862657,3,6844
90291379,20128,2635781,4,16082
83218139,15418,944932,5,14869
62400393,7197,1595940,4,11323
51176130,965,575584,5,9242
38303875,49956,1966674,4,6829
78392993,30177,2244992,5,14240
7740756,5983,1888230,3,1553
69429358,69843,1599924,5,12582
95248432,14268,993035,1,16891
10491073,3516,1111764,5,2037
72632839,43060,105058,2,13102
97602668,8534,288431,5,17293
27239804,66194,780602,3,5054
78151770,735,2404756,5,14210
86693484,272,853383,3,15418
18788450,4911,1494680,5,3608
99662124,6686,1982293,1,17574
52991809,29852,481281,3,9628
5582372,586,219746,5,1121
60059797,52657,1411491,4,11040
49298626,2731,1996358,4,8861
3970489,76970,1287752,3,758
89407767,52313,19915,2,15887
58642526,15160,2241800,4,10774
95934905,24069,2484253,2,16997
18351452,3415,967549,3,3506
17319157,3527,1930822,3,3333
73545310,33752,2240590,1,13359
47622003,44713,1281829,5,8596
49855124,13783,889126,3,8981
99892565,55531,1501227,3,17622
74945178,31845,1785359,4,13580
40679173,1150,16029,3,7221
96385496,114925,2163069,4,17088
334922,2452,1467435,3,84
88230537,48,2445646,2,15702
24759721,87824,19688,4,4640
62754394,44912,511995,4,11398
30535188,1919,1529214,3,5577
52664683,62732,1671517,4,9592
47155018,692,725600,5,8473
69890502,93289,1993291,5,12672
54740688,6835,2186370,4,9984
790744,74052,2076193,5,191
90238886,5568,1896000,4,16075
39507830,82198,1553699,4,6974
64901338,5619,2639791,1,11846
30390567,7122,430595,5,5561
22727341,13246,896833,4,4306
55318559,4668,724777,4,10123
90199006,35169,907089,3,16063
28739612,21916,1483838,5,5309
70313883,3956,2266426,3,12748
86454699,25890,290267,3,15393
83584509,48315,354582,5,14928
95990638,14402,2035269,3,17004
31077392,3771,969042,4,5665
40898470,50089,2608984,4,7234
55800228,2121,446332,3,10172
35201643,88392,577019,2,6287
22996917,60539,1383316,3,4330
85160839,126152,1312732,3,15124
62113243,119309,847780,5,11283
65400520,653,1740769,3,11995
55454677,2826,2538506,4,10144
68988010,3724,2346623,4,12500
11566760,5971,255860,2,2200
91572908,57833,183227,5,16272
96892412,83535,2504181,5,17157
72733669,6998,860780,3,13128
80130736,131223,2429941,4,14454
8507167,4286,1253376,5,1703
43282070,9897,1030186,4,7631
92729144,44926,1305108,3,16415
52689516,87565,706066,4,9592
45027481,1286,2328880,3,7998
39047007,82720,1282240,3,6931
75706324,11504,1744426,1,13695
36304892,2358,1089184,1,6450
15991717,78024,66119,5,3106
58797601,242,615711,4,10799
34578058,116487,1961872,3,6206
21157546,4634,877265,5,3958
95624569,46842,1753382,3,16954
34488938,27367,940795,3,6206
56569627,84196,685488,4,10358
37925170,9752,572130,5,6739
37507771,11714,201485,4,6692
20562606,6411,2491478,3,3903
87098311,14392,1916047,4,15471
71261696,53815,1593175,2,12911
92541319,1160,420200,4,16387
69714504,634,757005,3,12658
46015837,4014,2295453,4,8277
7481091,13594,1680367,3,1495
87974751,732,751958,3,15646
98759774,14086,28711,5,17426
51656430,945,2408309,3,9350
491210,33061,317314,3,143
81502361,49128,1385038,4,14621
41054359,9547,338396,3,7240
23665240,20266,1753185,3,4432
86247308,35089,90607,4,15345
24166712,891,1226291,4,4533
70599322,10261,2947,3,12798
30765910,1599,2134735,4,5614
48820419,14605,2368335,3,8784
73388874,3531,2099982,3,13304
91271716,82299,551849,2,16242
55084293,1752,1239143,3,10073
54678926,95103,2142018,5,9960
92361792,5111,2126248,4,16380
64626438,17614,482034,3,11805
83531650,751,305466,5,14924
10069899,84247,2283101,3,1962
40790975,23813,406359,3,7233
56048669,17642,1652205,2,10230
2245792,10195,1509271,4,424
49912619,20804,403573,4,8989
5475760,5837,1620019,3,1110
82327153,4381,2618381,1,14712
8603954,6076,901557,2,1719
84678852,2235,1827792,3,15093
79484824,75133,251394,4,14367
48511033,11274,1984669,5,8753
37186514,33823,765965,4,6615
10945444,27700,1488171,5,2128
27782289,11639,73248,3,5121
78756555,34620,746375,4,14296
72386150,78095,68107,1,13081
41704407,125,1587156,2,7369
19845217,3107,1029015,5,3796
77409188,12013,2211729,3,14103
99228008,11082,459878,2,17506
16413467,22626,1969024,2,3165
19435787,761,930113,3,3710
1886391,4907,871016,3,353
63130545,15107,2378999,5,11490
33899348,645,2190793,4,6119
27486170,11679,1405253,3,5085
5288044,26656,2006505,3,1073
23921492,81538,2300352,4,4472
31971715,30305,772534,3,5814
10051941,66289,635813,1,1962
97701067,5449,2631472,3,17302
2101717,1039,1839500,3,394
63927009,45999,1589076,3,11663
40963516,115135,1693490,4,7234
69005211,20925,792631,4,12500
30865259,12237,1733203,2,5621
93725934,9367,843097,2,16640
86917819,710,940917,5,15437
34497765,36194,2205080,3,6206
75954906,1571,2019773,5,13729
1959182,55076,2111032,3,357
24469290,1575,704111,2,4590
44955994,1169,2519214,5,7989
56794023,24209,675690,4,10372
51858166,16682,1520492,1,9415
91356516,167099,50951,1,16242
13645733,6324,1316075,4,2612
66993504,62382,1425395,4,12232
72204193,5226,1429854,4,13058
93205687,16621,405583,3,16522
10900436,90595,1967163,2,2122
14293091,3176,2503413,4,2771
36578093,43600,1101516,5,6482
68231133,105,1486742,3,12383
97147241,39887,1132768,4,17174
52039173,21687,1526905,5,9442
14498331,2375,217609,3,2783
63154489,39051,1995592,4,11490
27818812,21549,78922,5,5137
1076159,1613,1903579,4,252
95919774,8938,1148320,3,16997
70119338,2267,121779,2,12704
73859964,44055,1462208,5,13392
75392619,34233,2202688,3,13636
87016646,11491,803339,5,15450
43274732,2559,132822,3,7631
48847042,9996,1287972,4,8803
2724318,67974,365308,2,483
53449536,55075,2391281,3,9728
47452190,73,1762191,4,8564
75888959,86216,338427,5,13728
29695703,27985,1467615,4,5434
76532886,26933,2185903,3,13856
48714374,56001,131937,2,8782
27825002,476,2452132,3,5139
72623290,33511,2102393,1,13102
19975088,18056,648592,3,3824
86473837,45028,2637251,4,15393
74083918,5023,2483371,3,13423
27337492,24895,92265,3,5056
84403443,30416,1997842,5,15062
93897240,39320,2401052,5,16668
4470901,380,1504347,4,881
7740797,6024,1617185,5,1553
73510032,795,1481940,4,13356
60587825,83703,2348888,5,11089
60947842,97964,718153,5,11149
27045970,1518,991446,4,5016
48379224,282,2097995,3,8736
76417050,9604,1252201,4,13840
25584898,58972,1504230,2,4745
7586515,7901,2139083,5,1530
97466085,5320,2042350,3,17245
76841509,4067,1935273,2,13955
10015418,29766,1233831,2,1962
95459846,5102,592445,4,16930
91975340,9565,481730,5,16343
25422253,7610,1112698,4,4727
80343818,33518,2031127,3,14482
21681097,23833,1384373,5,4080
52221295,104187,1100710,2,9471
56371307,449,843387,4,10294
69601915,30984,753456,5,12605
75850825,48082,2432155,4,13728
18599903,274,364208,4,3560
89319815,151,2094190,3,15871
90872215,5319,776353,4,16171
81718446,80930,2061756,2,14644
5939219,16816,2205805,4,1174
4089199,36207,1499785,3,788
59007565,46460,1711404,2,10832
90496665,11134,225527,3,16118
58706343,78977,344131,3,10774
42206344,6353,228833,5,7494
18769982,62035,2087136,4,3605
89330234,1269,111965,3,15875
77897921,1103,2290616,4,14175
78168151,5602,741179,4,14212
69689238,424,1576102,4,12636
14781244,40529,2328373,4,2862
59653722,3140,254789,4,10951
63404283,8927,1344474,5,11522
88035809,61790,1756467,1,15646
73813865,76900,1183527,3,13391
92333639,160399,537348,5,16377
13910849,310,391711,3,2661
84382365,9338,1738837,5,15062
18238726,13534,2608144,3,3466
32746705,56556,657906,2,5939
93724354,7787,425786,3,16640
1617258,54034,1361843,4,313
16464579,4490,2633486,1,3182
94256927,33898,110567,3,16721
30238286,7263,2331527,5,5528
62734310,24828,737556,5,11398
27614021,26206,563585,4,5087
3049881,36534,428859,5,571
55660436,66217,507646,2,10168
93140067,20030,437199,5,16499
28602837,6913,2080622,3,5293
89580433,25566,1956308,4,15919
89368657,13203,1759688,2,15887
19776438,4232,2178143,4,3782
14048646,25057,84152,4,2699
91871081,27094,2438534,5,16325
9016490,57122,860449,5,1798
25691701,2964,1182454,3,4761
5997232,16776,2641375,5,1180
57436202,11404,595095,4,10461
88464783,5761,1918613,5,15755
92481063,79393,1104347,4,16384
69555287,11804,122019,4,12600
88897732,2961,1573580,3,15802
22002179,37809,1284297,3,4141
32914137,463,1886373,1,5983
59952678,200,128389,4,11024
55930850,5644,11398,4,10222
91135638,11124,1331927,3,16233
97967303,38541,1884736,3,17324
7844786,29056,2068346,3,1571
70653696,6006,1300582,2,12810
15943179,29486,1734206,4,3106
79509108,99417,527536,3,14367
70875636,10283,817920,4,12862
81424227,16135,355855,3,14618
35007795,10029,769226,5,6274
83944470,1701,923103,1,14971
66706571,1150,1793530,1,12181
7804069,52103,2326311,3,1561
39204675,80723,583218,5,6971
47119986,29326,736117,3,8467
44838961,12,780597,5,7960
58362322,9394,1749238,4,10730
69917722,120509,2152902,4,12672
227834,3120,2439343,3,44
77133041,7587,186179,4,14042
17549337,37346,2453289,4,3368
65833311,30219,2469481,1,12056
18428952,1985,1480734,4,3526
36217773,4058,1547367,3,6445
93065583,32928,1696002,4,16469
12146680,13069,40240,4,2360
69711204,1086,1343436,4,12652
14445625,85270,2483683,3,2782
43143185,89027,1167308,5,7624
56405972,540,1816306,5,10317
97419379,1553,1092842,3,17221
75646316,36648,639302,5,13673
27806496,9233,842785,4,5137
41294953,87228,1739673,5,7281
68538504,62637,1063660,4,12470
26816294,24769,417200,2,4977
88357256,284,1362046,3,15723
50734158,16071,1341059,2,9170
49262751,21356,2004864,3,8851
79111272,177070,14152,3,14313
40421650,17185,2150356,4,7173
48967933,7855,852683,4,8818
82040363,29026,2278186,3,14670
2689882,33538,592971,3,483
54157086,12985,2206209,3,9863
48731658,73285,2630248,3,8782
34239978,2687,1893939,5,6190
14297975,8060,987295,4,2771
53832830,2198,1715887,2,9788
42560225,4707,2481535,4,7533
12432922,8719,1277092,3,2391
65029890,613,1118368,5,11886
26206794,4861,745457,5,4877
33131439,13382,259824,4,6029
95952311,5683,2595808,5,17002
63617857,59901,2531311,3,11607
5255961,2669,1378727,3,1068
75423026,628,1119094,4,13641
23797184,152210,1285739,4,4432
16403060,12219,1237063,4,3165
97467097,6332,107708,2,17245
83591314,55120,1641072,2,14928
71504684,135292,1583858,5,12918
3407161,110,892093,3,647
8238043,16233,1314998,4,1645
38468013,50266,1218848,3,6844
41222425,14700,1934921,3,7281
20329316,94,1435849,5,3864
60856777,6899,1666231,3,11149
54459358,10083,2383154,4,9939
663331,85956,2104326,5,175
100042503,1456,1438796,3,17642
52897750,72495,489794,3,9617
19371049,21394,1427590,4,3684
13619006,2651,1207791,4,2595
49929332,250,1035139,5,8990
22227722,22010,2319634,1,4216
21589531,19995,1303306,2,4056
47679694,2826,857674,3,8598
68093284,3876,2527932,1,12349
93252271,599,530675,3,16525
40295098,36737,1665815,5,7155
1765501,1780,1574879,5,331
56860429,63406,567705,3,10375
67182957,36141,216623,3,12244
53818891,10361,973625,5,9785
51393230,19153,2540384,3,9298
48037654,112240,1467309,4,8644
60706760,3947,142492,5,11114
68847279,29131,57608,4,12493
1694584,24167,2288254,3,329
1312921,16652,1279024,5,290
84618437,19094,1555142,3,15078
75161663,6030,1412077,4,13610
63181319,65881,2291631,5,11490
41754403,24236,2159010,4,7381
14379331,18976,413120,3,2782
43069947,15789,1730099,3,7624
42246074,10575,38226,1,7509
68739389,10250,1764451,3,12476
77633381,12767,632737,4,14118
18615592,4693,937686,2,3567
35451288,3290,916704,3,6334
55634755,40536,980732,3,10168
40409433,4968,2094098,3,7173
24461763,12738,346629,4,4586
18577848,182,636634,3,3546
51322251,698,1562015,3,9276
95673771,96044,529339,3,16954
54161420,17319,1718092,4,9863
91049235,1234,870045,3,16220
11707745,13586,1048069,4,2212
91743066,4818,1636193,5,16302
92179238,5998,1995348,4,16377
40644356,12016,1965691,5,7219
11240565,1846,397295,2,2161
33996617,9857,2552918,3,6134
17850667,2670,1974776,3,3420
19326742,2630,1176698,4,3672
17216889,9513,1062351,5,3320
34782840,29424,818504,5,6235
57490490,17752,851501,5,10491
50419138,11374,862358,3,9110
83875081,60493,1036998,5,14961
57381785,42488,717135,4,10451
14765975,25260,92030,5,2862
48734885,76512,2362096,2,8782
38835861,21065,1111757,4,6902
32694164,4015,2080837,2,5939
69715362,1492,839674,4,12658
75851522,48779,1885939,4,13728
36320370,17836,2104471,5,6450
67554198,95023,1155797,2,12299
79413406,3715,1581982,5,14367
37829492,70433,262622,5,6720
24272196,20613,1950312,4,4546
50510061,1120,577774,4,9113
63720123,5346,1145686,4,11630
40682354,4331,2419242,4,7221
538415,7345,2025521,3,156
25204322,6998,175434,4,4686
99782094,513,751091,3,17607
98817182,50174,1362460,3,17431
37343889,185,1522050,4,6643
72471993,16702,1860431,4,13082
7774744,22778,197002,1,1561
93370635,26151,1335436,4,16552
79568931,1508,1971905,1,14376
62602210,2780,2074594,3,11356
59667022,119,1118819,3,10960
49247220,5825,947672,4,8851
19264498,13231,1937336,3,3650
28347243,32,1120091,4,5235
20551504,15846,808806,4,3900
99610330,94457,1361818,3,17560
26417669,32282,1640655,5,4914
67306853,20799,16824,3,12280
49878110,36769,520615,3,8981
71427909,58517,742105,3,12918
35155795,42544,1672587,3,6287
94456469,49379,1231510,4,16765
31232269,8048,842208,4,5704
13582733,3444,759565,2,2594
63499597,10919,569436,4,11573
69418124,58609,535056,4,12582
89400355,44901,1930578,5,15887
70333548,152,948575,3,12757
24062119,5633,106438,5,4506
11001863,18217,2412493,3,2136
38315540,61621,657666,5,6829
89050504,28369,1692798,4,15818
19386978,37323,1538608,3,3684
57272726,7493,1349283,5,10436
40586380,84337,263643,5,7193
23804995,145,203999,1,4440
26313822,3530,1855133,4,4888
73566222,54664,875020,3,13359
81418803,10711,1117923,5,14618
2434360,65457,1158518,4,457
12394178,1068,1166912,3,2386
86400573,444,2557435,4,15385
35599653,46464,768912,1,6347
40197505,966,2440234,2,7131
46949444,20507,933591,5,8413
50038038,17215,465414,1,9032
15791556,38697,2624689,2,3079
83684583,38193,2069984,2,14940
97674767,229,1893705,5,17299
78093228,19714,1079735,3,14203
999216,6571,2174267,3,225
12566139,36551,52936,4,2395
90704979,101775,696702,2,16139
96138925,960,2300816,1,17050
12288273,88652,1886135,4,2372
87173878,89959,602664,1,15471
15933594,19901,2184410,2,3106
49485893,63048,677888,5,8904
79629669,42407,1678871,5,14382
8458890,1025,1489566,2,1693
14808191,67476,283284,5,2862
26045150,26439,1388703,3,4847
5181876,660,2157060,1,1048
77909230,305,717530,3,14181
87028507,79,1963704,4,15453
38721690,1962,369617,5,6868
80790052,154045,2568420,5,14538
21065746,112515,824553,4,3938
99243812,26886,343663,5,17506
62030689,36755,629457,5,11283
11500375,55265,721894,4,2186
53264727,19548,612473,2,9685
24330401,20023,670196,3,4570
67132967,5510,1616135,4,12243
1256092,2149,2630193,4,275
10704216,1396,1151832,4,2111
53055432,592,2518195,2,9635
46057006,8129,2118030,2,8292
78569755,3444,370179,5,14259
21704592,10008,189218,4,4089
46359480,6694,2077680,2,8333
20041368,52923,1002943,5,3825
62566029,102940,1642163,5,11337
68291582,2134,2020250,3,12401
11330165,31108,2227197,5,2171
126931,34133,1291629,3,30
60771234,7704,289511,5,11134
23518430,23123,924106,5,4393
68766815,37676,428558,4,12476
35261822,148571,1098865,1,6287
55054955,9232,1380053,4,10053
93292279,30568,1495792,3,16532
54826710,463,1124126,2,10024
6949036,9138,2646574,3,1394
15305405,552,1274561,2,2940
49209540,39433,548585,3,8846
34306525,17015,1894306,4,6196
93179080,10248,919143,4,16516
98234419,64509,1121060,3,17339
4885659,30072,1013102,5,985
34300982,11472,1871531,4,6196
99129406,16172,1268483,4,17482
79911082,119692,2059686,2,14410
73270678,49,1935793,1,13294
26288365,6511,1897433,3,4884
99284032,28917,2393620,5,17508
93254779,3107,214848,3,16525
76769533,78993,1192319,4,13923
73172402,62510,207412,5,13255
89039865,17730,229498,4,15818
44087977,2817,2618126,5,7779
76832460,1002,1240186,3,13948
12358882,15271,490031,1,2376
14418567,58212,2012039,5,2782
60054852,47712,2356117,5,11040
88968483,2198,1037794,3,15815
37310125,8009,465238,2,6637
67749792,68033,1250681,4,12317
16776071,4164,2233488,5,3256
25106790,54336,638185,1,4670
96560415,11717,973761,1,17134
45178577,20132,329471,5,8045
72037633,80735,2115335,4,13050
89335500,6535,1747911,3,15875
65110658,48964,1266209,4,11888
41419105,40936,167848,4,7330
7702442,102210,762639,4,1542
57106403,2010,330135,2,10421
28619357,23433,961700,5,5293
77911228,58,1227576,3,14183
20265125,106270,2042868,4,3860
78767385,199,1277993,2,14300
44124482,39322,57193,2,7779
5890135,4564,1665685,4,1151
37282326,47055,2620610,3,6631
17119765,340,868313,4,3301
46782650,92818,1757704,2,8387
21877445,93428,1634512,2,4123
76137876,97049,1292105,5,13763
93908833,50913,412729,3,16668
36058724,47252,1377637,4,6408
24177992,1161,1274277,3,4536
12223689,24068,2241556,4,2372
54792803,3989,2538181,4,10012
13530351,46895,890685,3,2580
12468931,44728,2642168,4,2391
88400850,16634,421839,4,15733
3891749,1485,1497344,3,754
24975981,14028,506473,3,4660
16860889,1621,903666,3,3272
36671985,60583,1044009,4,6497
55518888,8769,389042,3,10158
4498347,21519,2212684,2,886
16737718,29056,521663,3,3254
30322193,1721,2086470,3,5544
86556756,21736,136553,5,15394
36070749,59277,2137022,5,6408
63578897,20941,2149224,3,11607
14449074,88719,154591,4,2782
65256492,1463,2292951,4,11922
37124842,23786,2246405,3,6599
45424264,7044,1216755,4,8107
14404291,43936,552110,5,2782
82648424,3087,1412254,3,14729
28378517,25895,1605430,1,5237
18025978,21482,1098492,4,3433
97185453,10948,1431839,3,17179
54476077,26802,2598118,4,9939
84956910,6584,2043784,4,15114
22559736,76354,2016111,4,4266
85720808,112920,2025290,3,15205
6539093,16490,2290836,2,1289
67340686,7861,138945,3,12292
66799322,1052,668614,4,12194
40249688,6487,432721,4,7149
68331021,5090,102828,4,12430
98095056,56212,2430062,5,17328
10103314,117662,360613,4,1962
31082193,8572,2014889,2,5665
91200581,11164,1818524,3,16242
43459184,5357,2559573,4,7643
14787965,47250,1900382,2,2862
57426868,2070,2085613,3,10461
71520286,7728,2537083,3,12926
